Created as New Dataset,Sample 007 By FTIR User 2.0 Date Friday, April 12 2024
cm-1,%T
3187.00,68.90
3186.00,69.06
3185.00,69.21
3184.00,69.35
3183.00,69.50
3182.00,69.65
3181.00,69.80
3180.00,69.95
3179.00,70.11
3178.00,70.28
3177.00,70.45
3176.00,70.61
3175.00,70.77
3174.00,70.93
3173.00,71.09
3172.00,71.24
3171.00,71.40
3170.00,71.56
3169.00,71.72
3168.00,71.89
3167.00,72.05
3166.00,72.22
3165.00,72.38
3164.00,72.55
3163.00,72.71
3162.00,72.88
3161.00,73.04
3160.00,73.21
3159.00,73.37
3158.00,73.53
3157.00,73.68
3156.00,73.83
3155.00,73.97
3154.00,74.11
3153.00,74.27
3152.00,74.45
3151.00,74.64
3150.00,74.83
3149.00,75.02
3148.00,75.20
3147.00,75.38
3146.00,75.55
3145.00,75.71
3144.00,75.88
3143.00,76.03
3142.00,76.18
3141.00,76.33
3140.00,76.48
3139.00,76.64
3138.00,76.82
3137.00,77.00
3136.00,77.19
3135.00,77.36
3134.00,77.53
3133.00,77.69
3132.00,77.85
3131.00,78.01
3130.00,78.17
3129.00,78.34
3128.00,78.50
3127.00,78.67
3126.00,78.83
3125.00,78.98
3124.00,79.13
3123.00,79.27
3122.00,79.41
3121.00,79.55
3120.00,79.70
3119.00,79.86
3118.00,80.01
3117.00,80.17
3116.00,80.34
3115.00,80.50
3114.00,80.67
3113.00,80.84
3112.00,81.00
3111.00,81.14
3110.00,81.29
3109.00,81.44
3108.00,81.60
3107.00,81.76
3106.00,81.91
3105.00,82.06
3104.00,82.20
3103.00,82.34
3102.00,82.48
3101.00,82.63
3100.00,82.77
3099.00,82.92
3098.00,83.07
3097.00,83.22
3096.00,83.36
3095.00,83.50
3094.00,83.64
3093.00,83.77
3092.00,83.90
3091.00,84.03
3090.00,84.16
3089.00,84.30
3088.00,84.43
3087.00,84.56
3086.00,84.70
3085.00,84.83
3084.00,84.95
3083.00,85.08
3082.00,85.21
3081.00,85.33
3080.00,85.46
3079.00,85.59
3078.00,85.72
3077.00,85.85
3076.00,85.99
3075.00,86.12
3074.00,86.25
3073.00,86.37
3072.00,86.49
3071.00,86.60
3070.00,86.71
3069.00,86.82
3068.00,86.93
3067.00,87.05
3066.00,87.17
3065.00,87.29
3064.00,87.41
3063.00,87.53
3062.00,87.65
3061.00,87.76
3060.00,87.87
3059.00,87.98
3058.00,88.08
3057.00,88.18
3056.00,88.29
3055.00,88.40
3054.00,88.50
3053.00,88.61
3052.00,88.71
3051.00,88.82
3050.00,88.92
3049.00,89.02
3048.00,89.12
3047.00,89.22
3046.00,89.31
3045.00,89.41
3044.00,89.50
3043.00,89.59
3042.00,89.69
3041.00,89.78
3040.00,89.87
3039.00,89.97
3038.00,90.06
3037.00,90.14
3036.00,90.23
3035.00,90.31
3034.00,90.40
3033.00,90.49
3032.00,90.58
3031.00,90.66
3030.00,90.74
3029.00,90.82
3028.00,90.90
3027.00,90.98
3026.00,91.06
3025.00,91.13
3024.00,91.19
3023.00,91.25
3022.00,91.31
3021.00,91.37
3020.00,91.42
3019.00,91.46
3018.00,91.50
3017.00,91.53
3016.00,91.55
3015.00,91.55
3014.00,91.55
3013.00,91.53
3012.00,91.50
3011.00,91.46
3010.00,91.40
3009.00,91.33
3008.00,91.24
3007.00,91.13
3006.00,91.01
3005.00,90.88
3004.00,90.74
3003.00,90.60
3002.00,90.46
3001.00,90.31
3000.00,90.16
2999.00,90.02
2998.00,89.89
2997.00,89.78
2996.00,89.66
2995.00,89.56
2994.00,89.46
2993.00,89.35
2992.00,89.25
2991.00,89.16
2990.00,89.07
2989.00,88.97
2988.00,88.85
2987.00,88.69
2986.00,88.45
2985.00,88.09
2984.00,87.61
2983.00,87.11
2982.00,86.74
2981.00,86.58
2980.00,86.66
2979.00,86.89
2978.00,87.21
2977.00,87.53
2976.00,87.81
2975.00,88.02
2974.00,88.15
2973.00,88.21
2972.00,88.29
2971.00,88.44
2970.00,88.68
2969.00,88.99
2968.00,89.30
2967.00,89.59
2966.00,89.83
2965.00,90.06
2964.00,90.26
2963.00,90.45
2962.00,90.61
2961.00,90.76
2960.00,90.89
2959.00,91.02
2958.00,91.14
2957.00,91.25
2956.00,91.36
2955.00,91.47
2954.00,91.58
2953.00,91.68
2952.00,91.79
2951.00,91.89
2950.00,91.98
2949.00,92.07
2948.00,92.16
2947.00,92.25
2946.00,92.35
2945.00,92.45
2944.00,92.53
2943.00,92.61
2942.00,92.67
2941.00,92.72
2940.00,92.76
2939.00,92.81
2938.00,92.86
2937.00,92.92
2936.00,92.98
2935.00,93.04
2934.00,93.09
2933.00,93.14
2932.00,93.20
2931.00,93.27
2930.00,93.34
2929.00,93.43
2928.00,93.52
2927.00,93.60
2926.00,93.69
2925.00,93.78
2924.00,93.86
2923.00,93.93
2922.00,93.99
2921.00,94.05
2920.00,94.10
2919.00,94.14
