Created as New Dataset,Sample 003 By FTIR User 2.0 Date Friday, March 01 2024
cm-1,%T
3051.00,82.66
3050.00,82.76
3049.00,82.88
3048.00,82.99
3047.00,83.10
3046.00,83.20
3045.00,83.31
3044.00,83.41
3043.00,83.52
3042.00,83.62
3041.00,83.73
3040.00,83.84
3039.00,83.95
3038.00,84.05
3037.00,84.15
3036.00,84.24
3035.00,84.32
3034.00,84.41
3033.00,84.51
3032.00,84.61
3031.00,84.71
3030.00,84.82
3029.00,84.92
3028.00,85.02
3027.00,85.11
3026.00,85.20
3025.00,85.28
3024.00,85.37
3023.00,85.46
3022.00,85.55
3021.00,85.63
3020.00,85.71
3019.00,85.79
3018.00,85.87
3017.00,85.94
3016.00,86.02
3015.00,86.09
3014.00,86.16
3013.00,86.23
3012.00,86.31
3011.00,86.39
3010.00,86.47
3009.00,86.55
3008.00,86.62
3007.00,86.69
3006.00,86.75
3005.00,86.81
3004.00,86.87
3003.00,86.93
3002.00,86.99
3001.00,87.05
3000.00,87.11
2999.00,87.15
2998.00,87.20
2997.00,87.24
2996.00,87.29
2995.00,87.33
2994.00,87.37
2993.00,87.41
2992.00,87.44
2991.00,87.47
2990.00,87.51
2989.00,87.54
2988.00,87.57
2987.00,87.60
2986.00,87.62
2985.00,87.64
2984.00,87.65
2983.00,87.66
2982.00,87.67
2981.00,87.68
2980.00,87.71
2979.00,87.74
2978.00,87.77
2977.00,87.81
2976.00,87.85
2975.00,87.89
2974.00,87.92
2973.00,87.96
2972.00,88.01
2971.00,88.05
2970.00,88.10
2969.00,88.14
2968.00,88.19
2967.00,88.23
2966.00,88.27
2965.00,88.30
2964.00,88.34
2963.00,88.37
2962.00,88.41
2961.00,88.44
2960.00,88.47
2959.00,88.51
2958.00,88.53
2957.00,88.56
2956.00,88.59
2955.00,88.62
2954.00,88.65
2953.00,88.68
2952.00,88.71
2951.00,88.73
2950.00,88.76
2949.00,88.79
2948.00,88.81
2947.00,88.84
2946.00,88.87
2945.00,88.90
2944.00,88.93
2943.00,88.97
2942.00,89.00
2941.00,89.05
2940.00,89.09
2939.00,89.13
2938.00,89.18
2937.00,89.23
2936.00,89.29
2935.00,89.34
2934.00,89.40
2933.00,89.46
2932.00,89.52
2931.00,89.58
2930.00,89.64
