frame_index,centroid_1_x,centroid_1_y,centroid_2_x,centroid_2_y,centroid_3_x,centroid_3_y,centroid_4_x,centroid_4_y,centroid_5_x,centroid_5_y,centroid_6_x,centroid_6_y,centroid_7_x,centroid_7_y,centroid_8_x,centroid_8_y
147,223.5,377.46808,246.0,376.95898,225.5,413.24594,246.0,414.30307,227.0,498.944,245.0,496.92456,226.5,536.0557,244.0,536.05725
148,223.5,377.50333,246.0,376.95566,225.5,413.28143,246.0,414.3553,227.0,498.9913,245.0,496.94763,226.5,536.0829,244.0,536.0624
149,223.5,377.50534,246.0,377.0,225.5,413.3012,246.0,414.33136,227.0,498.99222,245.0,497.01947,226.5,536.07556,244.0,536.1129
150,223.5,377.50342,246.0,377.00217,225.5,413.29248,246.0,414.32327,227.0,498.99774,245.0,497.02307,226.5,536.08154,244.0,536.1143
151,223.5,377.48517,246.0,377.01135,225.5,413.27444,246.0,414.318,227.0,499.0021,245.0,496.99283,226.5,536.08026,244.0,536.10736
152,223.5,377.69666,246.0,377.22714,225.5,413.38382,246.0,414.39682,227.0,499.09952,245.0,497.19415,226.5,536.2495,244.0,536.2954
153,223.5,377.68246,246.0,377.1769,225.5,413.36584,246.0,414.39468,227.0,499.07452,245.0,497.14197,226.5,536.23303,244.0,536.2635
154,223.5,377.63632,246.0,377.1319,225.5,413.36795,246.0,414.4011,227.0,499.07007,245.0,497.1075,226.5,536.2164,244.0,536.23254
155,223.5,377.5241,246.0,377.08914,225.5,413.32428,246.0,414.3739,227.0,498.99258,245.0,497.0689,226.5,536.14935,244.0,536.1209
156,223.5,377.39447,246.0,376.87936,225.5,413.20215,246.0,414.2831,227.0,498.92432,245.0,496.95676,226.5,535.96594,244.0,536.00073
157,223.5,377.40967,246.0,376.93192,225.5,413.21838,246.0,414.27274,227.0,498.90594,245.0,496.96625,226.5,535.9804,244.0,536.0138
158,223.5,377.62646,246.0,377.11713,225.5,413.39325,246.0,414.39532,227.0,499.06223,245.0,497.13376,226.5,536.1801,244.0,536.22284
